seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr16	50727138	50727160	23	*	X04798	64127	50727514	50766987	39474	+	353	upstream	353	NOD2
chr16	50727187	50727201	15	*	X04799	64127	50727514	50766987	39474	+	312	upstream	312	NOD2
chr16	52583620	52583629	10	*	X04800	27324	52471918	52581714	109797	-	1905	upstream	1905	TOX3
chr16	55358406	55358428	23	*	X04823	79190	55358471	55364672	6202	+	42	upstream	42	IRX6
chr16	55358541	55358556	16	*	X04824	79190	55358471	55364672	6202	+	0	inside	69	IRX6
chr16	55688913	55688921	9	*	X04826	6530	55689542	55740104	50563	+	620	upstream	620	SLC6A2
chr16	56226636	56226663	28	*	X04827	283856	56126899	56225006	98108	-	1629	upstream	1629	LOC283856
chr16	56623105	56623113	9	*	X04829	4504	56623267	56625000	1734	+	153	upstream	153	MT3
chr16	56623183	56623192	10	*	X04830	4504	56623267	56625000	1734	+	74	upstream	74	MT3
chr16	56623210	56623218	9	*	X04831	4504	56623267	56625000	1734	+	48	upstream	48	MT3
chr16	56623240	56623249	10	*	X04832	4504	56623267	56625000	1734	+	17	upstream	17	MT3
chr16	56623275	56623286	12	*	X04833	4504	56623267	56625000	1734	+	0	inside	7	MT3
chr16	56623310	56623318	9	*	X04834	4504	56623267	56625000	1734	+	0	inside	42	MT3
chr16	56642189	56642197	9	*	X04836	4489	56642478	56673999	31522	+	280	upstream	280	MT1A
chr16	56642189	56642197	9	*	X04836	4502	56642478	56643409	932	+	280	upstream	280	MT2A
chr16	56658030	56658042	13	*	X04837	4493	56659585	56661024	1440	+	1542	upstream	1542	MT1E
chr16	57319440	57319454	15	*	X04846	51090	57290009	57318584	28576	-	855	upstream	855	PLLP
chr16	66459229	66459242	14	*	X04862	146227	66461200	66527432	66233	+	1957	upstream	1957	BEAN1
chr16	67185332	67185341	10	*	X04871	84752	67182005	67184902	2898	-	429	upstream	429	B3GNT9
chr16	67193423	67193431	9	*	X04872	55336	67193891	67198077	4187	+	459	upstream	459	FBXL8
chr16	67282350	67282353	4	*	X04877	29109	67263292	67281425	18134	-	924	upstream	924	FHOD1
chr16	67282350	67282353	4	*	X04877	6553	67282855	67306094	23240	+	501	upstream	501	SLC9A5
chr16	67283110	67283126	17	*	X04878	29109	67263292	67281425	18134	-	1684	upstream	1684	FHOD1
chr16	67283110	67283126	17	*	X04878	6553	67282855	67306094	23240	+	0	inside	254	SLC9A5
chr16	67428585	67428593	9	*	X04879	51673	67423712	67427421	3710	-	1163	upstream	1163	TPPP3
chr16	67463421	67463429	9	*	X04880	3291	67465036	67471454	6419	+	1606	upstream	1606	HSD11B2
chr16	67463541	67463549	9	*	X04881	3291	67465036	67471454	6419	+	1486	upstream	1486	HSD11B2
chr16	67464088	67464096	9	*	X04882	3291	67465036	67471454	6419	+	939	upstream	939	HSD11B2
chr16	67464478	67464485	8	*	X04883	3291	67465036	67471454	6419	+	550	upstream	550	HSD11B2
chr16	67518319	67518328	10	*	X04884	181	67516474	67517716	1243	-	602	upstream	602	AGRP
chr16	74809245	74809260	16	*	X04924	79152	74746856	74808729	61874	-	515	upstream	515	FA2H
chr16	77469911	77469945	35	*	X04929	170692	77316025	77469011	152987	-	899	upstream	899	ADAMTS18
chr16	77469958	77469967	10	*	X04930	170692	77316025	77469011	152987	-	946	upstream	946	ADAMTS18
chr16	77469976	77469989	14	*	X04931	170692	77316025	77469011	152987	-	964	upstream	964	ADAMTS18
chr16	80573343	80573362	20	*	X04940	83657	80574854	80584541	9688	+	1491	upstream	1491	DYNLRB2
chr16	81812963	81812971	9	*	X04949	5336	81812899	81991899	179001	+	0	inside	63	PLCG2
chr16	86544046	86544054	9	*	X04990	2294	86544133	86548070	3938	+	78	upstream	78	FOXF1
chr16	86544046	86544054	9	*	X04990	400550	86508131	86542466	34336	-	1579	upstream	1579	FENDRR
chr16	88519087	88519087	1	*	X05028	161882	88520014	88601574	81561	+	926	upstream	926	ZFPM1
chr16	88753608	88753616	9	*	X05032	333929	88744090	88752882	8793	-	725	upstream	725	SNAI3
chr16	88753764	88753773	10	*	X05033	333929	88744090	88752882	8793	-	881	upstream	881	SNAI3
chr16	89158814	89158825	12	*	X05039	197322	89160217	89222171	61955	+	1391	upstream	1391	ACSF3
chr16	89267724	89267732	9	*	X05044	146429	89262169	89266529	4361	-	1194	upstream	1194	SLC22A31
chr16	90014050	90014061	12	*	X05050	54849	90015139	90034468	19330	+	1077	upstream	1077	DEF8
chr17	31585	31593	9	*	X05051	8447	6011	31420	25410	-	164	upstream	164	DOC2B
chr17	31608	31619	12	*	X05052	8447	6011	31420	25410	-	187	upstream	187	DOC2B
chr17	31795	31803	9	*	X05053	8447	6011	31420	25410	-	374	upstream	374	DOC2B
chr17	31846	31854	9	*	X05054	8447	6011	31420	25410	-	425	upstream	425	DOC2B
chr17	31919	31927	9	*	X05055	8447	6011	31420	25410	-	498	upstream	498	DOC2B
chr17	31937	31946	10	*	X05056	8447	6011	31420	25410	-	516	upstream	516	DOC2B
chr17	32174	32182	9	*	X05057	8447	6011	31420	25410	-	753	upstream	753	DOC2B
chr17	2651728	2651750	23	*	X05099	100302208	2651372	2651476	105	-	251	upstream	251	MIR1253
chr17	2651802	2651836	35	*	X05100	100302208	2651372	2651476	105	-	325	upstream	325	MIR1253
chr17	4486480	4486488	9	*	X05106	342527	4487276	4511614	24339	+	787	upstream	787	SMTNL2
chr17	4545286	4545295	10	*	X05110	246	4534214	4545589	11376	-	0	inside	293	ALOX15
chr17	4545349	4545376	28	*	X05111	246	4534214	4545589	11376	-	0	inside	212	ALOX15
chr17	4545381	4545398	18	*	X05112	246	4534214	4545589	11376	-	0	inside	190	ALOX15
chr17	5026896	5026905	10	*	X05114	7775	5008839	5026397	17559	-	498	upstream	498	ZNF232
chr17	5027041	5027058	18	*	X05115	7775	5008839	5026397	17559	-	643	upstream	643	ZNF232
chr17	5027099	5027114	16	*	X05116	7775	5008839	5026397	17559	-	701	upstream	701	ZNF232
chr17	5027189	5027236	48	*	X05117	7775	5008839	5026397	17559	-	791	upstream	791	ZNF232
chr17	5027436	5027444	9	*	X05118	7775	5008839	5026397	17559	-	1038	upstream	1038	ZNF232
chr17	5972708	5972749	42	*	X05120	23302	5972426	6027747	55322	+	0	inside	281	WSCD1
chr17	6558634	6558651	18	*	X05131	100616466	6558768	6558821	54	+	116	upstream	116	MIR4520-2
chr17	6560783	6560791	9	*	X05132	100616401	6558759	6558828	70	-	1954	upstream	1954	MIR4520-1
chr17	6560783	6560791	9	*	X05132	100652883	6561038	6564701	3664	+	246	upstream	246	ALOX15P1
chr17	7452165	7452173	9	*	X05173	407977	7452375	7464925	12551	+	201	upstream	201	TNFSF12-TNFSF13
chr17	7452165	7452173	9	*	X05173	8742	7452375	7461207	8833	+	201	upstream	201	TNFSF12
chr17	7452275	7452283	9	*	X05174	407977	7452375	7464925	12551	+	91	upstream	91	TNFSF12-TNFSF13
chr17	7452275	7452283	9	*	X05174	8742	7452375	7461207	8833	+	91	upstream	91	TNFSF12
chr17	7758622	7758631	10	*	X05177	92162	7758384	7759417	1034	+	0	inside	237	TMEM88
chr17	8924872	8924885	14	*	X05188	9423	8924859	9147317	222459	+	0	inside	12	NTN1
chr17	8924908	8924918	11	*	X05189	9423	8924859	9147317	222459	+	0	inside	48	NTN1
chr17	11143823	11143831	9	*	X05205	388336	11144740	11467380	322641	+	908	upstream	908	SHISA6
chr17	11143842	11143850	9	*	X05206	388336	11144740	11467380	322641	+	889	upstream	889	SHISA6
chr17	12568761	12568769	9	*	X05208	93649	12569207	12670651	101445	+	437	upstream	437	MYOCD
chr17	14203752	14203793	42	*	X05211	9953	14204506	14249492	44987	+	712	upstream	712	HS3ST3B1
chr17	14205306	14205315	10	*	X05212	84815	14207057	14209062	2006	+	1741	upstream	1741	MGC12916
chr17	14205321	14205329	9	*	X05213	84815	14207057	14209062	2006	+	1727	upstream	1727	MGC12916
chr17	16395871	16395879	9	*	X05218	388341	16345319	16395505	50187	-	365	upstream	365	LRRC75A
chr17	16396157	16396166	10	*	X05219	388341	16345319	16395505	50187	-	651	upstream	651	LRRC75A
chr17	21279230	21279239	10	*	X05242	3768	21279699	21323179	43481	+	459	upstream	459	KCNJ12
chr17	21279242	21279252	11	*	X05243	3768	21279699	21323179	43481	+	446	upstream	446	KCNJ12
chr17	21279348	21279357	10	*	X05244	3768	21279699	21323179	43481	+	341	upstream	341	KCNJ12
chr17	21279371	21279386	16	*	X05245	3768	21279699	21323179	43481	+	312	upstream	312	KCNJ12
chr17	21279418	21279432	15	*	X05246	3768	21279699	21323179	43481	+	266	upstream	266	KCNJ12
chr17	21279454	21279487	34	*	X05247	3768	21279699	21323179	43481	+	211	upstream	211	KCNJ12
chr17	26733133	26733143	11	*	X05256	113235	26721661	26733230	11570	-	0	inside	86	SLC46A1
chr17	27894485	27894494	10	*	X05260	116236	27887689	27894042	6354	-	442	upstream	442	ABHD15
chr17	27894485	27894494	10	*	X05260	90313	27895739	27900175	4437	+	1244	upstream	1244	TP53I13
chr17	27917103	27917111	9	*	X05261	28964	27900487	27916610	16124	-	492	upstream	492	GIT1
chr17	27917366	27917374	9	*	X05262	28964	27900487	27916610	16124	-	755	upstream	755	GIT1
chr17	28562960	28562972	13	*	X05264	6532	28521337	28562986	41650	-	0	inside	13	SLC6A4
chr17	29247866	29247889	24	*	X05265	55803	29248754	29286211	37458	+	864	upstream	864	ADAP2
chr17	35305783	35305791	9	*	X05325	26574	35306175	35414171	107997	+	383	upstream	383	AATF
chr17	36831340	36831351	12	*	X05336	100170841	36827959	36831187	3229	-	152	upstream	152	EPOP
chr17	36832816	36832861	46	*	X05337	100170841	36827959	36831187	3229	-	1628	upstream	1628	EPOP
chr17	36860674	36860683	10	*	X05338	4302	36861873	36886056	24184	+	1189	upstream	1189	MLLT6
chr17	36860878	36860893	16	*	X05339	4302	36861873	36886056	24184	+	979	upstream	979	MLLT6
chr17	36885027	36885037	11	*	X05340	284106	36886510	36891858	5349	+	1472	upstream	1472	CISD3
chr17	37782598	37782608	11	*	X05346	84152	37783177	37792878	9702	+	568	upstream	568	PPP1R1B
chr17	38024438	38024448	11	*	X05349	124626	38024455	38034149	9695	+	6	upstream	6	ZPBP2
chr17	38217965	38217975	11	*	X05351	7067	38218163	38250120	31958	+	187	upstream	187	THRA
chr17	38217979	38217991	13	*	X05352	7067	38218163	38250120	31958	+	171	upstream	171	THRA
chr17	38217994	38218003	10	*	X05353	7067	38218163	38250120	31958	+	159	upstream	159	THRA
chr17	43047640	43047649	10	*	X05393	10882	43037061	43045644	8584	-	1995	upstream	1995	C1QL1
chr17	43299145	43299153	9	*	X05395	752	43299292	43324686	25395	+	138	upstream	138	FMNL1
chr17	45933506	45933516	11	*	X05430	80320	45922280	45933240	10961	-	265	upstream	265	SP6
chr17	46018717	46018726	10	*	X05431	55163	46018889	46026674	7786	+	162	upstream	162	PNPO
chr17	46623349	46623357	9	*	X05435	3212	46620019	46622393	2375	-	955	upstream	955	HOXB2
chr17	47571769	47571781	13	*	X05446	4804	47572655	47592382	19728	+	873	upstream	873	NGFR
chr17	47572032	47572041	10	*	X05447	4804	47572655	47592382	19728	+	613	upstream	613	NGFR
chr17	48072799	48072829	31	*	X05467	1747	48067369	48072588	5220	-	210	upstream	210	DLX3
chr17	48073040	48073067	28	*	X05468	1747	48067369	48072588	5220	-	451	upstream	451	DLX3
chr17	48636883	48636903	21	*	X05474	8913	48638429	48704832	66404	+	1525	upstream	1525	CACNA1G
chr17	56402055	56402063	9	*	X05489	100506779	56402811	56431088	28278	+	747	upstream	747	TSPOAP1-AS1
chr17	58227579	58227588	10	*	X05492	762	58227302	58248260	20959	+	0	inside	276	CA4
chr17	59488834	59488843	10	*	X05497	388407	59489112	59490641	1530	+	268	upstream	268	LINC02875
chr17	59529240	59529250	11	*	X05499	9496	59529779	59562471	32693	+	528	upstream	528	TBX4
chr17	62074557	62074565	9	*	X05501	92340	62075711	62081644	5934	+	1145	upstream	1145	PRR29
chr17	62778237	62778245	9	*	X05512	146880	62745780	62778117	32338	-	119	upstream	119	ARHGAP27P1
chr17	64961278	64961302	25	*	X05517	27092	64960980	65029518	68539	+	0	inside	297	CACNG4
chr17	65991716	65991726	11	*	X05521	284018	65987217	65989765	2549	-	1950	upstream	1950	C17orf58
chr17	66598600	66598608	9	*	X05523	54757	66531257	66597095	65839	-	1504	upstream	1504	FAM20A
chr17	68166016	68166025	10	*	X05524	400617	68163102	68165543	2442	-	472	upstream	472	KCNJ2-AS1
chr17	71160264	71160296	33	*	X05538	6752	71161160	71168062	6903	+	863	upstream	863	SSTR2
chr17	71161173	71161182	10	*	X05539	6752	71161160	71168062	6903	+	0	inside	12	SSTR2
chr17	71161436	71161475	40	*	X05540	6752	71161160	71168062	6903	+	0	inside	275	SSTR2
chr17	72427830	72427838	9	*	X05556	55890	72427667	72446720	19054	+	0	inside	162	GPRC5C
chr17	72427868	72427876	9	*	X05557	55890	72427667	72446720	19054	+	0	inside	200	GPRC5C
chr17	72461647	72461655	9	*	X05558	11314	72462522	72480937	18416	+	866	upstream	866	CD300A
chr17	72462106	72462116	11	*	X05559	11314	72462522	72480937	18416	+	405	upstream	405	CD300A
chr17	72891213	72891224	12	*	X05579	283985	72873473	72889705	16233	-	1507	upstream	1507	FADS6
chr17	72921012	72921020	9	*	X05580	124590	72912176	72919351	7176	-	1660	upstream	1660	USH1G
chr17	72930386	72930418	33	*	X05581	347741	72931897	72946087	14191	+	1478	upstream	1478	OTOP3
chr17	74070562	74070571	10	*	X05583	6730	74034856	74068607	33752	-	1954	upstream	1954	SRP68
chr17	74070562	74070571	10	*	X05583	8811	74070892	74073573	2682	+	320	upstream	320	GALR2
chr17	74073310	74073319	10	*	X05585	353174	74075263	74078885	3623	+	1943	upstream	1943	ZACN
chr17	74533717	74533725	9	*	X05587	114757	74523430	74533987	10558	-	0	inside	261	CYGB
chr17	74533783	74533812	30	*	X05588	114757	74523430	74533987	10558	-	0	inside	174	CYGB
chr17	74534172	74534183	12	*	X05589	114757	74523430	74533987	10558	-	184	upstream	184	CYGB
chr17	74535290	74535299	10	*	X05590	114757	74523430	74533987	10558	-	1302	upstream	1302	CYGB
chr17	76130083	76130092	10	*	X05630	11322	76108999	76128488	19490	-	1594	upstream	1594	TMC6
chr17	76130246	76130254	9	*	X05631	11322	76108999	76128488	19490	-	1757	upstream	1757	TMC6
chr17	77772210	77772220	11	*	X05675	57332	77768176	77770915	2740	-	1294	upstream	1294	CBX8
chr17	77772223	77772231	9	*	X05676	57332	77768176	77770915	2740	-	1307	upstream	1307	CBX8
chr17	77814825	77814834	10	*	X05699	8535	77806955	77813213	6259	-	1611	upstream	1611	CBX4
chr17	79372918	79372927	10	*	X05729	57597	79373540	79433358	59819	+	612	upstream	612	BAHCC1
chr17	79372930	79372955	26	*	X05730	57597	79373540	79433358	59819	+	584	upstream	584	BAHCC1
chr17	79373123	79373136	14	*	X05731	57597	79373540	79433358	59819	+	403	upstream	403	BAHCC1
chr17	79373156	79373168	13	*	X05732	57597	79373540	79433358	59819	+	371	upstream	371	BAHCC1
chr17	79918765	79918773	9	*	X05744	147111	79910383	79919057	8675	-	0	inside	283	NOTUM
chr17	80171226	80171234	9	*	X05749	284001	80059346	80170689	111344	-	536	upstream	536	CCDC57
chr17	80657198	80657207	10	*	X05753	10966	80614943	80656598	41656	-	599	upstream	599	RAB40B
chr17	80657235	80657245	11	*	X05754	10966	80614943	80656598	41656	-	636	upstream	636	RAB40B
chr17	80657251	80657259	9	*	X05755	10966	80614943	80656598	41656	-	652	upstream	652	RAB40B
chr17	80657297	80657305	9	*	X05756	10966	80614943	80656598	41656	-	698	upstream	698	RAB40B
chr17	80657343	80657351	9	*	X05757	10966	80614943	80656598	41656	-	744	upstream	744	RAB40B
chr17	80657383	80657393	11	*	X05758	10966	80614943	80656598	41656	-	784	upstream	784	RAB40B
chr17	80657431	80657439	9	*	X05759	10966	80614943	80656598	41656	-	832	upstream	832	RAB40B
chr17	80657471	80657481	11	*	X05760	10966	80614943	80656598	41656	-	872	upstream	872	RAB40B
chr17	80657550	80657561	12	*	X05761	10966	80614943	80656598	41656	-	951	upstream	951	RAB40B
chr17	80657588	80657597	10	*	X05762	10966	80614943	80656598	41656	-	989	upstream	989	RAB40B
chr17	80692958	80692973	16	*	X05763	64122	80693452	80709073	15622	+	478	upstream	478	FN3K
chr18	501163	501171	9	*	X05771	81035	319355	500729	181375	-	433	upstream	433	COLEC12
chr18	5630875	5630896	22	*	X05777	23136	5392388	5630642	238255	-	232	upstream	232	EPB41L3
chr18	5631321	5631331	11	*	X05778	23136	5392388	5630642	238255	-	678	upstream	678	EPB41L3
chr18	12254565	12254574	10	*	X05785	1149	12254318	12277594	23277	+	0	inside	246	CIDEA
chr18	12307171	12307181	11	*	X05786	84617	12308240	12329824	21585	+	1058	upstream	1058	TUBB6
chr18	13217201	13217210	10	*	X05796	753	13218729	13652753	434025	+	1518	upstream	1518	LDLRAD4
chr18	18820526	18820571	46	*	X05799	80000	18822203	19102791	280589	+	1631	upstream	1631	GREB1L
chr18	18821169	18821177	9	*	X05800	80000	18822203	19102791	280589	+	1025	upstream	1025	GREB1L
chr18	19750280	19750288	9	*	X05804	100128893	19746859	19748929	2071	-	1350	upstream	1350	GATA6-AS1
chr18	19750755	19750764	10	*	X05805	100128893	19746859	19748929	2071	-	1825	upstream	1825	GATA6-AS1
chr18	21242894	21242897	4	*	X05812	147463	21179978	21242849	62872	-	44	upstream	44	ANKRD29
chr18	21242938	21242954	17	*	X05813	147463	21179978	21242849	62872	-	88	upstream	88	ANKRD29
chr18	21243022	21243031	10	*	X05814	147463	21179978	21242849	62872	-	172	upstream	172	ANKRD29
chr18	21243071	21243079	9	*	X05815	147463	21179978	21242849	62872	-	221	upstream	221	ANKRD29
chr18	31157844	31157853	10	*	X05835	80816	31158541	31327399	168859	+	687	upstream	687	ASXL3
chr18	31157860	31157871	12	*	X05836	80816	31158541	31327399	168859	+	669	upstream	669	ASXL3
chr18	31158099	31158110	12	*	X05837	80816	31158541	31327399	168859	+	430	upstream	430	ASXL3
chr18	31158816	31158836	21	*	X05838	80816	31158541	31327399	168859	+	0	inside	274	ASXL3
chr18	31804736	31804751	16	*	X05842	8715	31431064	31803515	372452	-	1220	upstream	1220	NOL4
chr18	31804792	31804802	11	*	X05843	8715	31431064	31803515	372452	-	1276	upstream	1276	NOL4
chr18	33766451	33766459	9	*	X05844	55034	33767480	33848685	81206	+	1020	upstream	1020	MOCOS
chr18	44339001	44339009	9	*	X05891	29906	44259081	44337039	77959	-	1961	upstream	1961	ST8SIA5
chr18	44775278	44775288	11	*	X05892	652991	44738460	44775554	37095	-	0	inside	265	SKOR2
chr18	46477405	46477413	9	*	X05911	4092	46446223	46477081	30859	-	323	upstream	323	SMAD7
chr18	48085924	48085932	9	*	X05916	5596	48086484	48258196	171713	+	551	upstream	551	MAPK4
chr18	49865678	49865687	10	*	X05918	1630	49866542	51062273	1195732	+	854	upstream	854	DCC
chr18	49865690	49865717	28	*	X05919	1630	49866542	51062273	1195732	+	824	upstream	824	DCC
chr18	54739858	54739868	11	*	X05923	100885779	54721804	54739350	17547	-	507	upstream	507	LINC-ROR
chr18	54739922	54739935	14	*	X05924	100885779	54721804	54739350	17547	-	571	upstream	571	LINC-ROR
chr18	54739951	54739959	9	*	X05925	100885779	54721804	54739350	17547	-	600	upstream	600	LINC-ROR
chr18	54739981	54739983	3	*	X05926	100885779	54721804	54739350	17547	-	630	upstream	630	LINC-ROR
chr18	55101610	55101652	43	*	X05928	9480	55102917	55158530	55614	+	1264	upstream	1264	ONECUT2
chr18	59560811	59560819	9	*	X05949	220441	59482304	59560304	78001	-	506	upstream	506	RNF152
chr18	59560976	59560994	19	*	X05950	220441	59482304	59560304	78001	-	671	upstream	671	RNF152
chr18	60986752	60986771	20	*	X05956	596	60790579	60986657	196079	-	94	upstream	94	BCL2
chr18	60987942	60987972	31	*	X05957	596	60790579	60986657	196079	-	1284	upstream	1284	BCL2
chr18	60988008	60988016	9	*	X05958	596	60790579	60986657	196079	-	1350	upstream	1350	BCL2
chr18	60988064	60988076	13	*	X05959	596	60790579	60986657	196079	-	1406	upstream	1406	BCL2
chr18	60988263	60988276	14	*	X05960	596	60790579	60986657	196079	-	1605	upstream	1605	BCL2
chr18	70536581	70536591	11	*	X05971	81832	70409549	70534810	125262	-	1770	upstream	1770	NETO1
chr18	72921677	72921686	10	*	X05977	10194	72922710	73001905	79196	+	1023	upstream	1023	TSHZ1
chr18	72921677	72921686	10	*	X05977	284273	72909278	72921281	12004	-	395	upstream	395	ZADH2
chr18	72922417	72922426	10	*	X05978	10194	72922710	73001905	79196	+	283	upstream	283	TSHZ1
chr18	72922417	72922426	10	*	X05978	284273	72909278	72921281	12004	-	1135	upstream	1135	ZADH2
chr18	74846283	74846291	9	*	X05985	4155	74690789	74844774	153986	-	1508	upstream	1508	MBP
chr18	76739456	76739464	9	*	X06011	27164	76740275	76758969	18695	+	810	upstream	810	SALL3
chr18	77156069	77156082	14	*	X06012	4772	77155772	77289323	133552	+	0	inside	296	NFATC1
chr19	462216	462224	9	*	X06034	25759	416583	460996	44414	-	1219	upstream	1219	SHC2
chr19	1285536	1285544	9	*	X06053	1943	1286153	1301429	15277	+	608	upstream	608	EFNA2
chr19	1286005	1286013	9	*	X06054	1943	1286153	1301429	15277	+	139	upstream	139	EFNA2
chr19	2308269	2308277	9	*	X06090	645191	2289774	2308156	18383	-	112	upstream	112	LINGO3
chr19	2309278	2309286	9	*	X06091	645191	2289774	2308156	18383	-	1121	upstream	1121	LINGO3
chr19	2475016	2475017	2	*	X06097	4616	2476123	2478257	2135	+	1105	upstream	1105	GADD45B
chr19	3358869	3358880	12	*	X06135	4782	3359561	3469215	109655	+	680	upstream	680	NFIC
chr19	3359192	3359202	11	*	X06136	4782	3359561	3469215	109655	+	358	upstream	358	NFIC
chr19	3359261	3359291	31	*	X06137	4782	3359561	3469215	109655	+	269	upstream	269	NFIC
chr19	3605323	3605334	12	*	X06154	404665	3607245	3613928	6684	+	1910	upstream	1910	CACTIN-AS1
